src_ip,dst_ip,dst_port,duration,n_pkts,n_bytes,pkts_per_sec,syn_ratio,ack_ratio,label
10.0.0.2,10.0.0.1,8080,0.0011327266693115234,6,584,5296.953062513155,0.16666666666666666,0.8333333333333334,normal
10.0.0.1,10.0.0.2,45708,0.001127481460571289,6,1821,5321.59526326919,0.16666666666666666,1.0,normal
10.0.0.2,10.0.0.1,8080,0.0009703636169433594,6,594,6183.24914004914,0.16666666666666666,0.8333333333333334,normal
10.0.0.1,10.0.0.2,45724,0.0009534358978271484,6,924,6293.029257314329,0.16666666666666666,1.0,normal
10.0.0.2,10.0.0.1,8080,0.0009014606475830078,6,597,6655.864586088336,0.16666666666666666,0.8333333333333334,normal
10.0.0.1,10.0.0.2,45738,0.0008933544158935547,6,924,6716.25940752602,0.16666666666666666,1.0,normal
10.0.0.2,10.0.0.1,8080,0.001073598861694336,6,577,5588.679546968688,0.16666666666666666,0.8333333333333334,normal
10.0.0.1,10.0.0.2,45748,0.0010683536529541016,6,1821,5616.11783084133,0.16666666666666666,1.0,normal
10.0.0.2,10.0.0.1,8080,0.0008528232574462891,6,562,7035.455409561085,0.16666666666666666,0.8333333333333334,normal
10.0.0.1,10.0.0.2,53514,0.0008473396301269531,6,924,7080.985931344963,0.16666666666666666,1.0,normal
10.0.0.2,10.0.0.1,8080,0.0008862018585205078,6,566,6770.466505246166,0.16666666666666666,0.8333333333333334,normal
10.0.0.1,10.0.0.2,53522,0.0008802413940429688,6,924,6816.312026002167,0.16666666666666666,1.0,normal
10.0.0.2,10.0.0.1,8080,0.0007982254028320312,6,567,7516.673835125448,0.16666666666666666,0.8333333333333334,normal
10.0.0.1,10.0.0.2,53524,0.0007917881011962891,6,924,7577.7850045167115,0.16666666666666666,1.0,normal
10.0.0.2,10.0.0.1,8080,0.0008709430694580078,6,600,6889.0840405146455,0.16666666666666666,0.8333333333333334,normal
10.0.0.1,10.0.0.2,53526,0.0008642673492431641,6,924,6942.296275862069,0.16666666666666666,1.0,normal
10.0.0.2,10.0.0.1,8080,0.0011446475982666016,6,597,5241.787960841491,0.16666666666666666,0.8333333333333334,normal
10.0.0.1,10.0.0.2,53530,0.0011396408081054688,6,924,5264.816736401674,0.16666666666666666,1.0,normal
10.0.0.2,10.0.0.1,8080,0.0008769035339355469,6,560,6842.257748776509,0.16666666666666666,0.8333333333333334,normal
10.0.0.1,10.0.0.2,53534,0.0008718967437744141,6,924,6881.548810500411,0.16666666666666666,1.0,normal
10.0.0.2,10.0.0.1,8080,0.0008985996246337891,6,592,6677.055983019369,0.16666666666666666,0.8333333333333334,normal
10.0.0.1,10.0.0.2,53540,0.0008900165557861328,6,924,6741.4476292526115,0.16666666666666666,1.0,normal
10.0.0.2,10.0.0.1,8080,0.0008392333984375,6,599,7149.381818181818,0.16666666666666666,0.8333333333333334,normal
10.0.0.1,10.0.0.2,53556,0.0008325576782226562,6,924,7206.707903780069,0.16666666666666666,1.0,normal
10.0.0.2,10.0.0.1,8080,0.0009851455688476562,6,567,6090.470474346564,0.16666666666666666,0.8333333333333334,normal
10.0.0.1,10.0.0.2,53564,0.0009772777557373047,6,924,6139.5032934862165,0.16666666666666666,1.0,normal
10.0.0.2,10.0.0.1,8080,0.0009937286376953125,6,588,6037.865642994242,0.16666666666666666,0.8333333333333334,normal
10.0.0.1,10.0.0.2,53580,0.0009868144989013672,6,924,6080.170089393573,0.16666666666666666,1.0,normal
10.0.0.2,10.0.0.1,8080,0.0009071826934814453,6,588,6613.882785808147,0.16666666666666666,0.8333333333333334,normal
10.0.0.1,10.0.0.2,53596,0.0008995532989501953,6,924,6669.977206467002,0.16666666666666666,1.0,normal
10.0.0.2,10.0.0.1,8080,0.0010628700256347656,6,591,5645.092866756393,0.16666666666666666,0.8333333333333334,normal
10.0.0.1,10.0.0.2,53606,0.0010569095611572266,6,924,5676.928490863975,0.16666666666666666,1.0,normal
10.0.0.2,10.0.0.1,8080,0.0009996891021728516,6,597,6001.865967088004,0.16666666666666666,0.8333333333333334,normal
10.0.0.1,10.0.0.2,53610,0.0009922981262207031,6,924,6046.569918308505,0.16666666666666666,1.0,normal
10.0.0.2,10.0.0.1,8080,0.0008115768432617188,6,600,7393.015276145711,0.16666666666666666,0.8333333333333334,normal
10.0.0.1,10.0.0.2,53624,0.0008056163787841797,6,924,7447.713524711453,0.16666666666666666,1.0,normal
10.0.0.2,10.0.0.1,8080,0.0008873939514160156,6,594,6761.371305749597,0.16666666666666666,0.8333333333333334,normal
10.0.0.1,10.0.0.2,53636,0.0008807182312011719,6,924,6812.6215484569575,0.16666666666666666,1.0,normal
10.0.0.2,10.0.0.1,8080,0.0008690357208251953,6,594,6904.204115226337,0.16666666666666666,0.8333333333333334,normal
10.0.0.1,10.0.0.2,50528,0.0008628368377685547,6,924,6953.806023763471,0.16666666666666666,1.0,normal
10.0.0.2,10.0.0.1,8080,0.001028299331665039,6,558,5834.8768838395545,0.16666666666666666,0.8333333333333334,normal
10.0.0.1,10.0.0.2,50534,0.001020669937133789,6,924,5878.491941135248,0.16666666666666666,1.0,normal
10.0.0.2,10.0.0.1,8080,0.0008134841918945312,6,592,7375.681125439625,0.16666666666666666,0.8333333333333334,normal
10.0.0.1,10.0.0.2,50542,0.0008072853088378906,6,924,7432.316597755464,0.16666666666666666,1.0,normal
10.0.0.2,10.0.0.1,8080,0.0008196830749511719,6,589,7319.902268760908,0.16666666666666666,0.8333333333333334,normal
10.0.0.1,10.0.0.2,50558,0.0008139610290527344,6,924,7371.360281195079,0.16666666666666666,1.0,normal
10.0.0.2,10.0.0.1,8080,0.0008528232574462891,6,589,7035.455409561085,0.16666666666666666,0.8333333333333334,normal
10.0.0.1,10.0.0.2,50574,0.0008471012115478516,6,924,7082.9788910779625,0.16666666666666666,1.0,normal
10.0.0.2,10.0.0.1,8080,0.0009267330169677734,6,593,6474.356573192694,0.16666666666666666,0.8333333333333334,normal
10.0.0.1,10.0.0.2,50590,0.0009191036224365234,6,924,6528.099610894942,0.16666666666666666,1.0,normal
10.0.0.2,10.0.0.1,8080,0.0008661746978759766,6,597,6927.009083402147,0.16666666666666666,0.8333333333333334,normal
10.0.0.1,10.0.0.2,50598,0.0008606910705566406,6,924,6971.142382271468,0.16666666666666666,1.0,normal
10.0.0.2,10.0.0.1,8080,0.0008587837219238281,6,589,6986.625208217657,0.16666666666666666,0.8333333333333334,normal
10.0.0.1,10.0.0.2,50610,0.0008530616760253906,6,924,7033.489100055897,0.16666666666666666,1.0,normal
10.0.0.2,10.0.0.1,8080,0.0008933544158935547,6,564,6716.25940752602,0.16666666666666666,0.8333333333333334,normal
10.0.0.1,10.0.0.2,50626,0.0008873939514160156,6,924,6761.371305749597,0.16666666666666666,1.0,normal
10.0.0.2,10.0.0.1,8080,0.0008263587951660156,6,561,7260.7686093479515,0.16666666666666666,0.8333333333333334,normal
10.0.0.1,10.0.0.2,50632,0.0008203983306884766,6,924,7313.520488230166,0.16666666666666666,1.0,normal
10.0.0.2,10.0.0.1,8080,0.0008225440979003906,6,600,7294.441739130435,0.16666666666666666,0.8333333333333334,normal
10.0.0.1,10.0.0.2,50634,0.0008170604705810547,6,924,7343.397723956814,0.16666666666666666,1.0,normal
10.0.0.2,10.0.0.1,8080,0.0008542537689208984,6,584,7023.674016187552,0.16666666666666666,0.8333333333333334,normal
10.0.0.1,10.0.0.2,50638,0.0008494853973388672,6,924,7063.099635138928,0.16666666666666666,1.0,normal
10.0.0.2,10.0.0.1,8080,0.0008003711700439453,6,592,7496.521894548704,0.16666666666666666,0.8333333333333334,normal
10.0.0.1,10.0.0.2,50640,0.0007948875427246094,6,924,7548.237552489502,0.16666666666666666,1.0,normal
10.0.0.2,10.0.0.1,8080,0.0008883476257324219,6,564,6754.112721417069,0.16666666666666666,0.8333333333333334,normal
10.0.0.1,10.0.0.2,48478,0.0008828639984130859,6,924,6796.063732109101,0.16666666666666666,1.0,normal
10.0.0.2,10.0.0.1,8080,0.00124359130859375,6,558,4824.736196319019,0.16666666666666666,0.8333333333333334,normal
10.0.0.1,10.0.0.2,48482,0.001237630844116211,6,924,4847.972259680216,0.16666666666666666,1.0,normal
10.0.0.2,10.0.0.1,8080,0.0008225440979003906,6,590,7294.441739130435,0.16666666666666666,0.8333333333333334,normal
10.0.0.1,10.0.0.2,48490,0.0008168220520019531,6,924,7345.5411558669,0.16666666666666666,1.0,normal
10.0.0.2,10.0.0.1,8080,0.0009622573852539062,6,591,6235.337958374628,0.16666666666666666,0.8333333333333334,normal
10.0.0.1,10.0.0.2,48504,0.0009562969207763672,6,924,6274.201944652206,0.16666666666666666,1.0,normal
10.0.0.2,10.0.0.1,8080,0.0008866786956787109,6,585,6766.825490723313,0.16666666666666666,0.8333333333333334,normal
10.0.0.1,10.0.0.2,48516,0.0008795261383056641,6,924,6821.855245323936,0.16666666666666666,1.0,normal
10.0.0.2,10.0.0.1,8080,0.00115203857421875,6,587,5208.158940397351,0.16666666666666666,0.8333333333333334,normal
10.0.0.1,10.0.0.2,48522,0.0011451244354248047,6,1821,5239.605246720799,0.16666666666666666,1.0,normal
10.0.0.2,10.0.0.1,8080,0.0010769367218017578,6,587,5571.3579809608145,0.16666666666666666,0.8333333333333334,normal
10.0.0.1,10.0.0.2,48528,0.0010704994201660156,6,1821,5604.860579064588,0.16666666666666666,1.0,normal
10.0.0.2,10.0.0.1,8080,0.0008947849273681641,6,590,6705.521982414069,0.16666666666666666,0.8333333333333334,normal
10.0.0.1,10.0.0.2,48538,0.0008893013000488281,6,924,6746.8697050938335,0.16666666666666666,1.0,normal
10.0.0.2,10.0.0.1,8080,0.0009753704071044922,7,651,7176.760694206795,0.14285714285714285,0.8571428571428571,normal
10.0.0.1,10.0.0.2,48548,0.000965118408203125,6,924,6216.853754940711,0.16666666666666666,1.0,normal
10.0.0.2,10.0.0.1,8080,0.0009636878967285156,6,583,6226.082137555665,0.16666666666666666,0.8333333333333334,normal
10.0.0.1,10.0.0.2,48556,0.0009577274322509766,6,924,6264.830470500374,0.16666666666666666,1.0,normal
10.0.0.2,10.0.0.1,8080,0.0008568763732910156,6,600,7002.176961602671,0.16666666666666666,0.8333333333333334,normal
10.0.0.1,10.0.0.2,48566,0.0008513927459716797,6,924,7047.27639316718,0.16666666666666666,1.0,normal
10.0.0.2,10.0.0.1,8080,0.0008511543273925781,6,564,7049.250420168068,0.16666666666666666,0.8333333333333334,normal
10.0.0.1,10.0.0.2,48574,0.0008459091186523438,6,924,7092.960541149943,0.16666666666666666,1.0,normal
10.0.0.2,10.0.0.1,8080,0.0008728504180908203,6,597,6874.0300464354,0.16666666666666666,0.8333333333333334,normal
10.0.0.1,10.0.0.2,37750,0.0008661746978759766,6,924,6927.009083402147,0.16666666666666666,1.0,normal
10.0.0.2,10.0.0.1,8080,0.0008668899536132812,6,589,6921.293729372937,0.16666666666666666,0.8333333333333334,normal
10.0.0.1,10.0.0.2,37756,0.0008606910705566406,6,924,6971.142382271468,0.16666666666666666,1.0,normal
10.0.0.2,10.0.0.1,8080,0.0010387897491455078,6,596,5775.95226072986,0.16666666666666666,0.8333333333333334,normal
10.0.0.1,10.0.0.2,37770,0.0010309219360351562,6,924,5820.033302497687,0.16666666666666666,1.0,normal
10.0.0.2,10.0.0.1,8080,0.0008757114410400391,6,588,6851.572011979309,0.16666666666666666,0.8333333333333334,normal
10.0.0.1,10.0.0.2,37774,0.0008702278137207031,6,924,6894.746301369863,0.16666666666666666,1.0,normal
10.0.0.2,10.0.0.1,8080,0.0008864402770996094,6,567,6768.645508337816,0.16666666666666666,0.8333333333333334,normal
10.0.0.1,10.0.0.2,37784,0.0008807182312011719,6,924,6812.6215484569575,0.16666666666666666,1.0,normal
10.0.0.2,10.0.0.1,8080,0.0008273124694824219,6,597,7252.398847262248,0.16666666666666666,0.8333333333333334,normal
10.0.0.1,10.0.0.2,37786,0.0008203983306884766,6,924,7313.520488230166,0.16666666666666666,1.0,normal
10.0.0.2,10.0.0.1,8080,0.0008399486541748047,6,594,7143.293783707068,0.16666666666666666,0.8333333333333334,normal
10.0.0.1,10.0.0.2,37792,0.0008342266082763672,6,924,7192.290368676765,0.16666666666666666,1.0,normal
10.0.0.2,10.0.0.1,8080,0.0008018016815185547,6,560,7483.147190008921,0.16666666666666666,0.8333333333333334,normal
10.0.0.1,10.0.0.2,37804,0.0007965564727783203,6,924,7532.4226279557015,0.16666666666666666,1.0,normal
10.0.0.2,10.0.0.1,8080,0.0008981227874755859,6,590,6680.601008760286,0.16666666666666666,0.8333333333333334,normal
10.0.0.1,10.0.0.2,37814,0.0008924007415771484,6,924,6723.436815388725,0.16666666666666666,1.0,normal
10.0.0.3,10.0.0.1,22,1e-06,1,58,1000000.0,1.0,0.0,scan
10.0.0.1,10.0.0.3,57197,1e-06,1,54,1000000.0,0.0,1.0,scan
10.0.0.3,10.0.0.1,80,1e-06,1,58,1000000.0,1.0,0.0,scan
10.0.0.1,10.0.0.3,57197,1e-06,1,54,1000000.0,0.0,1.0,scan
10.0.0.3,10.0.0.1,53,1e-06,1,58,1000000.0,1.0,0.0,scan
10.0.0.1,10.0.0.3,57197,1e-06,1,54,1000000.0,0.0,1.0,scan
10.0.0.3,10.0.0.1,25,1e-06,1,58,1000000.0,1.0,0.0,scan
10.0.0.1,10.0.0.3,57197,1e-06,1,54,1000000.0,0.0,1.0,scan
10.0.0.3,10.0.0.1,23,1e-06,1,58,1000000.0,1.0,0.0,scan
10.0.0.1,10.0.0.3,57197,1e-06,1,54,1000000.0,0.0,1.0,scan
10.0.0.3,10.0.0.1,21,1e-06,1,58,1000000.0,1.0,0.0,scan
10.0.0.1,10.0.0.3,57197,1e-06,1,54,1000000.0,0.0,1.0,scan
10.0.0.3,10.0.0.1,35,1e-06,1,58,1000000.0,1.0,0.0,scan
10.0.0.1,10.0.0.3,57197,1e-06,1,54,1000000.0,0.0,1.0,scan
10.0.0.3,10.0.0.1,38,1e-06,1,58,1000000.0,1.0,0.0,scan
10.0.0.1,10.0.0.3,57197,1e-06,1,54,1000000.0,0.0,1.0,scan
10.0.0.3,10.0.0.1,70,1e-06,1,58,1000000.0,1.0,0.0,scan
10.0.0.1,10.0.0.3,57197,1e-06,1,54,1000000.0,0.0,1.0,scan
10.0.0.3,10.0.0.1,32,1e-06,1,58,1000000.0,1.0,0.0,scan
10.0.0.1,10.0.0.3,57197,1e-06,1,54,1000000.0,0.0,1.0,scan
10.0.0.3,10.0.0.1,61,1e-06,1,58,1000000.0,1.0,0.0,scan
10.0.0.1,10.0.0.3,57197,1e-06,1,54,1000000.0,0.0,1.0,scan
10.0.0.3,10.0.0.1,75,1e-06,1,58,1000000.0,1.0,0.0,scan
10.0.0.1,10.0.0.3,57197,1e-06,1,54,1000000.0,0.0,1.0,scan
10.0.0.3,10.0.0.1,59,1e-06,1,58,1000000.0,1.0,0.0,scan
10.0.0.1,10.0.0.3,57197,1e-06,1,54,1000000.0,0.0,1.0,scan
10.0.0.3,10.0.0.1,76,1e-06,1,58,1000000.0,1.0,0.0,scan
10.0.0.1,10.0.0.3,57197,1e-06,1,54,1000000.0,0.0,1.0,scan
10.0.0.3,10.0.0.1,34,1e-06,1,58,1000000.0,1.0,0.0,scan
10.0.0.1,10.0.0.3,57197,1e-06,1,54,1000000.0,0.0,1.0,scan
10.0.0.3,10.0.0.1,30,1e-06,1,58,1000000.0,1.0,0.0,scan
10.0.0.1,10.0.0.3,57197,1e-06,1,54,1000000.0,0.0,1.0,scan
10.0.0.3,10.0.0.1,41,1e-06,1,58,1000000.0,1.0,0.0,scan
10.0.0.1,10.0.0.3,57197,1e-06,1,54,1000000.0,0.0,1.0,scan
10.0.0.3,10.0.0.1,72,1e-06,1,58,1000000.0,1.0,0.0,scan
10.0.0.1,10.0.0.3,57197,1e-06,1,54,1000000.0,0.0,1.0,scan
10.0.0.3,10.0.0.1,74,1e-06,1,58,1000000.0,1.0,0.0,scan
10.0.0.1,10.0.0.3,57197,1e-06,1,54,1000000.0,0.0,1.0,scan
10.0.0.3,10.0.0.1,73,1e-06,1,58,1000000.0,1.0,0.0,scan
10.0.0.1,10.0.0.3,57197,1e-06,1,54,1000000.0,0.0,1.0,scan
10.0.0.3,10.0.0.1,36,1e-06,1,58,1000000.0,1.0,0.0,scan
10.0.0.1,10.0.0.3,57197,1e-06,1,54,1000000.0,0.0,1.0,scan
10.0.0.3,10.0.0.1,49,1e-06,1,58,1000000.0,1.0,0.0,scan
10.0.0.1,10.0.0.3,57197,1e-06,1,54,1000000.0,0.0,1.0,scan
10.0.0.3,10.0.0.1,27,1e-06,1,58,1000000.0,1.0,0.0,scan
10.0.0.1,10.0.0.3,57197,1e-06,1,54,1000000.0,0.0,1.0,scan
10.0.0.3,10.0.0.1,40,1e-06,1,58,1000000.0,1.0,0.0,scan
10.0.0.1,10.0.0.3,57197,1e-06,1,54,1000000.0,0.0,1.0,scan
10.0.0.3,10.0.0.1,67,1e-06,1,58,1000000.0,1.0,0.0,scan
10.0.0.1,10.0.0.3,57197,1e-06,1,54,1000000.0,0.0,1.0,scan
10.0.0.3,10.0.0.1,47,1e-06,1,58,1000000.0,1.0,0.0,scan
10.0.0.1,10.0.0.3,57197,1e-06,1,54,1000000.0,0.0,1.0,scan
10.0.0.3,10.0.0.1,42,1e-06,1,58,1000000.0,1.0,0.0,scan
10.0.0.1,10.0.0.3,57197,1e-06,1,54,1000000.0,0.0,1.0,scan
10.0.0.3,10.0.0.1,45,1e-06,1,58,1000000.0,1.0,0.0,scan
10.0.0.1,10.0.0.3,57197,1e-06,1,54,1000000.0,0.0,1.0,scan
10.0.0.3,10.0.0.1,46,1e-06,1,58,1000000.0,1.0,0.0,scan
10.0.0.1,10.0.0.3,57197,1e-06,1,54,1000000.0,0.0,1.0,scan
10.0.0.3,10.0.0.1,29,1e-06,1,58,1000000.0,1.0,0.0,scan
10.0.0.1,10.0.0.3,57197,1e-06,1,54,1000000.0,0.0,1.0,scan
10.0.0.3,10.0.0.1,56,1e-06,1,58,1000000.0,1.0,0.0,scan
10.0.0.1,10.0.0.3,57197,1e-06,1,54,1000000.0,0.0,1.0,scan
10.0.0.3,10.0.0.1,78,1e-06,1,58,1000000.0,1.0,0.0,scan
10.0.0.1,10.0.0.3,57197,1e-06,1,54,1000000.0,0.0,1.0,scan
10.0.0.3,10.0.0.1,33,1e-06,1,58,1000000.0,1.0,0.0,scan
10.0.0.1,10.0.0.3,57197,1e-06,1,54,1000000.0,0.0,1.0,scan
10.0.0.3,10.0.0.1,52,1e-06,1,58,1000000.0,1.0,0.0,scan
10.0.0.1,10.0.0.3,57197,1e-06,1,54,1000000.0,0.0,1.0,scan
10.0.0.3,10.0.0.1,20,1e-06,1,58,1000000.0,1.0,0.0,scan
10.0.0.1,10.0.0.3,57197,1e-06,1,54,1000000.0,0.0,1.0,scan
10.0.0.3,10.0.0.1,39,1e-06,1,58,1000000.0,1.0,0.0,scan
10.0.0.1,10.0.0.3,57197,1e-06,1,54,1000000.0,0.0,1.0,scan
10.0.0.3,10.0.0.1,54,1e-06,1,58,1000000.0,1.0,0.0,scan
10.0.0.1,10.0.0.3,57197,1e-06,1,54,1000000.0,0.0,1.0,scan
10.0.0.3,10.0.0.1,62,1e-06,1,58,1000000.0,1.0,0.0,scan
10.0.0.1,10.0.0.3,57197,1e-06,1,54,1000000.0,0.0,1.0,scan
10.0.0.3,10.0.0.1,48,1e-06,1,58,1000000.0,1.0,0.0,scan
10.0.0.1,10.0.0.3,57197,1e-06,1,54,1000000.0,0.0,1.0,scan
10.0.0.3,10.0.0.1,66,1e-06,1,58,1000000.0,1.0,0.0,scan
10.0.0.1,10.0.0.3,57197,1e-06,1,54,1000000.0,0.0,1.0,scan
10.0.0.3,10.0.0.1,50,1e-06,1,58,1000000.0,1.0,0.0,scan
10.0.0.1,10.0.0.3,57197,1e-06,1,54,1000000.0,0.0,1.0,scan
10.0.0.3,10.0.0.1,58,1e-06,1,58,1000000.0,1.0,0.0,scan
10.0.0.1,10.0.0.3,57197,1e-06,1,54,1000000.0,0.0,1.0,scan
10.0.0.3,10.0.0.1,60,1e-06,1,58,1000000.0,1.0,0.0,scan
10.0.0.1,10.0.0.3,57197,1e-06,1,54,1000000.0,0.0,1.0,scan
10.0.0.3,10.0.0.1,28,1e-06,1,58,1000000.0,1.0,0.0,scan
10.0.0.1,10.0.0.3,57197,1e-06,1,54,1000000.0,0.0,1.0,scan
10.0.0.3,10.0.0.1,43,1e-06,1,58,1000000.0,1.0,0.0,scan
10.0.0.1,10.0.0.3,57197,1e-06,1,54,1000000.0,0.0,1.0,scan
10.0.0.3,10.0.0.1,31,1e-06,1,58,1000000.0,1.0,0.0,scan
10.0.0.1,10.0.0.3,57197,1e-06,1,54,1000000.0,0.0,1.0,scan
10.0.0.3,10.0.0.1,68,1e-06,1,58,1000000.0,1.0,0.0,scan
10.0.0.1,10.0.0.3,57197,1e-06,1,54,1000000.0,0.0,1.0,scan
10.0.0.3,10.0.0.1,79,1e-06,1,58,1000000.0,1.0,0.0,scan
10.0.0.1,10.0.0.3,57197,1e-06,1,54,1000000.0,0.0,1.0,scan
10.0.0.3,10.0.0.1,71,1e-06,1,58,1000000.0,1.0,0.0,scan
10.0.0.1,10.0.0.3,57197,1e-06,1,54,1000000.0,0.0,1.0,scan
10.0.0.3,10.0.0.1,44,1e-06,1,58,1000000.0,1.0,0.0,scan
